Survey_Number,Var_Name,Var_Text
6,NATARMSY,NATIONAL DEFENSE -- VERSION Y
6,HIVTEST,1IN WHAT MONTH AND YEAR WAS YOUR LAST HIV TEST
6,ISCO88,"RESPONDENT'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
6,GENDER10,GENDER OF 10TH PERSON
6,SIBS,NUMBER OF BROTHERS AND SISTERS
6,CLSENOAM,HOW CLOSE DO YOU FEEL TO NORTH AMERICA  
6,HOMOSEX,HOMOSEXUAL SEX RELATIONS
6,INTRACE2,INTERVIEWER S RACE2
6,AMCULT,IT IS IMPOSSIBLE TO BECOME FULLY AMERICAN                
6,CONBUS,YMAJOR COMPANIES -- VERSION Z
6,GRPPARTY,R BELONGS TO A POLITICAL PARTY  
6,MNTLHLTH,DAYS OF POOR MENTAL HEALTH PAST 30 DAYS
6,RELSP9,RELATIONSHIP OF PERSON 9 TO SPOUSE OF HOUSEHOL
6,SPKLANG,3WHAT LANGUAGE(S) DO YOU SPEAK WELL?             
6,IMMCULT,IMMIGRANTS UNDERMINE AMERICAN CULTURE
6,FORLAND,FOREIGNERS SHOULD NOT BE ALLOWED TO BUY LAND  
6,POPESPKS,POPE IS INFALLIBLE ON MATTERS OF FAITH OR MORALS
6,RELIG,3RELIGIOUS PREFERENCE OF PERSON #3
6,CONDRIFT,SCI KNOWLEDGE: THE CONTINENTS HAVE BEEN MOVING
6,WHERE1,1WHERE IS 11TH PERSON (VISITOR) STAYING?
6,PAISCO88,"R'S FATHER'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
6,RELATE1,0RELATIONSHIP OF 10TH PERSON TO HOUSEHOLD HEAD
6,UNEMP,5UNEMPLOYED IN LAST 5 YRS
6,WORKFOR1,R WORK FOR WHOM
6,CLASS,YSUBJECTIVE SOCIAL CLASS-VERSION Y
6,SPDIPGED,"SPOUSE DIPLOMA, GED, OR OTHER"
6,SPKMSLM,ALLOW MUSLIM CLERGYMEN PREACHING HATRED OF THE US
6,IMMCRIME,IMMIGRANTS INCREASE CRIME RATES  
6,ISSP,FILTER FOR ISSP CASES
6,GENDER1,2GENDER OF 12TH PERSON (VISITOR)
6,INTHISP,"IS INTERVIEWER SPANISH, HISPANIC OR LATINO"
6,FAIR,WHTSWHITES COMMITTED TO FAIR AND EQUAL TREATMENT OF
6,NATEDUC,YEDUCATION -- VERSION Y
6,KNOWSCHD,HOW FAR IN ADVANCE KNOW WORK SCHEDULE
6,PATRIOT3,PATRIOTIC FEELINGS ARE NEEDED FOR AMERICA TO REMAIN UNITED
6,RACE,CEN3WHAT IS RS RACE 3RD MENTION
6,CARESELF,THOSE IN NEED HAVE TO TAKE CARE OF THEMSELVES
6,RELSP1,2RELATIONSHIP OF PERSON 12 TO SPOUSE OF HOUSEHO
6,VALGIVEN,TOTAL DONATIONS PAST YEAR R AND IMMEDIATE FAMILY
6,RACDIF4,DIFFERENCES DUE TO LACK OF WILL
6,ACCPTOTH,R ACCEPT OTHERS EVEN WHEN THEY DO THINGS WRONG
6,HELPJOB,HELPED SOMEBODY TO FIND A JOB PAST 12 MONTHS
6,HLPEQUIP,ENOUGH HELP AND EQUIP TO GE THE JOB DONE
6,OLD2,AGE OF 2ND PERSON
6,SEX,3SEX OF PERSON NUMBER 3
6,OTHER,3PERSON #3 IS OTHER TYPE OF ACQUAINTANCE
6,SEX,HARR EXPERIENCED SEXUAL HARASSMENT
6,SOLARREV,SCI KNOWLEDGE: HOW LONG THE EARTH GOES AROUND THE SUN
6,SPSEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN SPOCC10 BASED ON ACS 2010
6,OTHLANG,1WHAT OTHER LANGUAGES DOES R SPEAK
6,WORKDIFF,R DOES NUMEROUS THINGS ON JOB
6,PAINARMS,R HAD PAIN IN THE ARMS IN THE PAST 12 MONTHS
6,OLD10,AGE OF 1OTH PERSON
6,RACDIF3,DIFFERENCES DUE TO LACK OF EDUCATION
6,AGE,2AGE OF PERSON #2
6,EDUC,2EDUCATION LEVEL OF PERSON #2
6,FAIR,PEOPLE FAIR OR TRY TO TAKE ADVANTAGE
6,RACE,3RACE OF PERSON NUMBER 3
6,JOBHOUR,SHORT WORKING HOURS
6,SATJOB,JOB OR HOUSEWORK
6,COLHOMO,ALLOW HOMOSEXUAL TO TEACH
6,SPSEI10,INCPERCENTAGE OF $45K+ EARNERS IN SPOCC10 BASED ON ACS 2010
6,WHOELSE2,PRESENCE OF OTHERS: OLDER CHILDREN
6,WHERE1,4WHERE IS 14TH PERSON (VISITOR) STAYING?
6,YEAR,SJOBTIME AT CURRENT JOB
6,ZODIAC,RESPONDENTS ASTROLOGICAL SIGN
6,PARTYID,3PARTY ID OF PERSON #3
6,COMPPERF,SIZE OF PERF BASED PAY DEPEND ON PROFITS
6,FECHLD,MOTHER WORKING DOESN'T HURT CHILDREN
6,REGION,REGION OF INTERVIEW
6,TRUST,YCAN PEOPLE BE TRUSTED-VERSION Y
6,WORKFAST,JOB REQUIRES R TO WORK FAST
6,PATRIOT2,PATRIOTIC FEELINGS LEAD TO INTOLERANCE IN AMERICA
6,BORN,HOMEWHAT KIND OF HOUSE RS FAMILY LIVED AT BIRTH
6,MASEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN MAOCC10 BASED ON ACS 2010
6,INTYRS,YEARS OF SERVICE AS AN INTERVIEWER AT NORC
6,YEARSJOB,TIME AT CURRENT JOB
6,RELHH1,3RELATIONSHIP OF PERSON 13 TO HEAD OF HOUSEHOLD
6,SEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN OCC10 BASED ON ACS 2010
6,INTENVIR,INTERESTED IN ENVIRONMENTAL ISSUES
6,AMCIT,HOW IMPORTANT TO HAVE AMERICAN CITIZENSHIP       
6,FAIR,HSPSHISPANICS COMMITTED TO FAIR AND EQUAL TREATMENT
6,RACE,THASPOINTS ASSIGNED TO ASIAN AMERICAN
6,WHERE8,WHERE IS 8TH PERSON STAYING?
6,OTHLANG,CAN R SPEAK LANGUAGE OTHER THAN ENGLISH/SPANISH
6,HRSRELAX,HOURS PER DAY R HAVE TO RELAX
6,BIBLE,FEELINGS ABOUT THE BIBLE
6,WORDG,WORD G
6,EXPTEXT,WHY IS IT BETTER TO TEST DRUG THIS WAY
6,MAR14,MARITAL STATUS OF 14TH PERSON (VISITOR)
6,REVMEET,ALLOWED TO HOLD PUB MEETING FOR PPL WHO WANT OVERTHROW
6,AMBORNIN,HOW IMPORTANT TO HAVE BEEN BORN IN AMERICA       
6,RELSP1,RELATIONSHIP OF PERSON 1 TO SPOUSE OF HOUSEHOL
6,POLHITOK,EVER APPROVE OF POLICE STRIKING CITIZEN
6,PILLOK,YBIRTH CONTROL TO TEENAGERS 14-16 (FORM 2)
6,WTSS,NRWEIGHT VARIABLE
6,WRLDGOVT,INTERNATIONAL BODIES SHOULD ENFORCE ENVIRONMENT  
6,HIVTEST2,WHERE DID YOU HAVE YOUR LAST HIV TEST
6,HRS1,NUMBER OF HOURS WORKED LAST WEEK
6,WKSUB,SDOES SUPERVISOR HAVE SUPERVISOR
6,JOBSEC,OKTHE JOB SECURITY IS GOOD
6,AMPROUD1,HOW PROUD BEING AMERICAN 
6,HIVVAC,THERE IS A VACCINE THAT CAN PREVENT HIV
6,NATENVIY,THE ENVIRONMENT -- VERSION Y
6,SLPPRBLM,TROUBLE SLEEPING LAST 12 MONTHS
6,WORDH,WORD H
6,SPEFTOTLT,TOTAL NUMBER OF STUDENTS ENROLLED IN COLLEGE SPOUSE ATTENDED
6,ABPOOR,WWRONG FOR WOMAN TO GET ABORTION IF LOW INCOME?
6,PARTYID,2PARTY ID OF PERSON #2
6,LOCALNUM,NUMBER OF EMPLOYEES: RS WORK SITE
6,RELATE1,RELATIONSHIP OF 1ST PERSON TO HOUSEHOLD HEAD
6,RELIG,KIDRELIGION R WAS RAISED IN
6,ELECTRON,SCI KNOWLEDGE: ELECTRONS ARE SMALLER THAN ATOMS
6,NATRACE,IMPROVING THE CONDITIONS OF BLACKS
6,HISPANIC,HISPANIC SPECIFIED
6,SEI10,R'S SOCIOECONOMIC INDEX (2010)
6,FUND16,HOW FUNDAMENTALIST WAS R AT AGE 16
6,REG16,"REGION OF RESIDENCE, AGE 16"
6,SOLOK,HOW IMPORTANT: CITIZENS HAVE ADEQUATE STANDARD OF LIVING
6,PEOCNTCT,HOW MANY PEOPLE IN CONTACT IN A TYPICAL WEEKDAY
6,AWAY3,IS 3RD PERSON STAYING SOMEWHERE ELSE NOW?
6,MAWRKGRW,MOTHERS EMPLOYMENT WHEN R WAS 16
6,RELHH9,RELATIONSHIP OF PERSON 9 TO HEAD OF HOUSEHOLD
6,AGE,RELEXAGE OF R AT RELIGIOUS EXPERIENCE
6,INTAGE,AGE OF INTERVIEWER
6,FEFAM,"BETTER FOR MAN TO WORK, WOMAN TEND HOME"
6,POLEFF11,DON'T HAVE ANY SAY ABOUT WHAT THE GOVERNMENT DOES       
6,MARHOMO,HOMOSEXUALS SHOULD HAVE RIGHT TO MARRY
6,KIDSSOL,RS KIDS LIVING STANDARD COMPARED TO R
6,OTHERSEX,R HAD SEX WITH SOME OTHER LAST YEAR
6,SPANSELF,"IF THIS INTERVIEW HAD ONLY BEEN AVAILABLE IN ENGLISH, WOULD YOU–"
6,GOD,OCLAST WEEK WENT TO SEE A DOCTOR? 
6,DENOM,SCHDENOMINATION OF SCHOOL CHILDREN ATTENDED
6,POWRORGS,INTL ORGS TAKE AWAY MUCH POWER FROM AMERICAN GOVT 
6,IF08WHO,WHO YOU WOULD HAVE VOTED FOR
6,FAIR,HWRKDIVISION OF WORK UNFAIR TO YOU OR SPOUSE         
6,SUICIDE2,SUICIDE IF BANKRUPT
6,CONARMY,YMILITARY -- VERSION Z
6,LIBHOMO,ALLOW HOMOSEXUALS BOOK IN LIBRARY
6,GIVHMLSS,R HAS GIVEN FOOD OR MONEY TO A HOMELESS PERSON
6,WHENCOL,WHEN RECEIVED COLLEGE DEGREE
6,AWAY1,2IS 12TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
6,INCOME06,TOTAL FAMILY INCOME
6,MAR3,MARITAL STATUS OF 3RD PERSON
6,WORKWHTS,HARD WORKING - LAZY
6,MARWHT,R FAVOR CLOSE RELATIVE MARRYING WHITE PERSON
6,PRES08,VOTE OBAMA OR MCCAIN
6,NATARMS,ZSTRENGTHENING NATIONAL DEFENSE -- VER Z
6,NATEDUC,IMPROVING NATIONS EDUCATION SYSTEM
6,SEX,"SEX18SINCE AGE 18, HAVE YOUR SEX PARTNERS BEEN–"
6,ELECVOTE,HOW HONEST LAST NATL ELECTION: COUNTING OF VOTES  
6,GVTRGHTS,GOVT SHOULD RESPECT DEMOCRATIC RIGHTS
6,MAR1,1MARITAL STATUS OF 11TH PERSON (VISITOR)
6,SEI10,INCPERCENTAGE OF $45K+ EARNERS IN OCC10 BASED ON ACS 2010
6,FORMWT,WEIGHT DEAL WITH EXPERIMENTAL RANDOMIZATION
6,AMSPORTS,AGREE SPORTS MAKES ME PROUD TO BE AN AMERICAN    
6,NATMASS,MASS TRANSPORTATION
6,RELSP1,4RELATIONSHIP OF PERSON 14 TO SPOUSE OF HOUSEHO
6,PORNLAW,FEELINGS ABOUT PORNOGRAPHY LAWS
6,NATROAD,HIGHWAYS AND BRIDGES
6,INTLWHTS,UNINTELLIGENT -INTELLIGENT
6,SPREL,SPOUSES RELIGIOUS PREFERENCE
6,RELATE4,RELATIONSHIP OF 4TH PERSON TO HOUSEHOLD HEAD
6,RELIG,SPR'S SPOUSE'S RELIGION
6,RELITEN,STRENGTH OF AFFILIATION
6,ACTLAW,HOW LIKELY R TO DO SOMETHING IF UNJUST LAW BEING CONS
6,MASEI10INC,PERCENTAGE OF $45K+ EARNERS IN MAOCC10 BASED ON ACS 2010
6,HURTATWK,NUMBER OF INJURIES ON THE JOB PAST 12 MONTHS
6,VPSU,VARIANCE PRIMARY SAMPLING UNIT
6,FEELEVEL,AMOUNT OF FEES PAID
6,PROUDDEM,HOW PROUD THE WAY DEMOCRACY WORKS                
6,OLD5,AGE OF 5TH PERSON
6,RELATE7,RELATIONSHIP OF 7TH PERSON TO HOUSEHOLD HEAD
6,USESKILL,HOW MUCH PAST SKILLS CAN YOU MAKE USE IN PRESENT
6,GOD,SELLSRELIGIOUS IMAGE TO SELL PRODUCTS 
6,SEX,"FREQ2NUMBER OF TIMES, SEX LAST MONTH"
6,PROUDECO,HOW PROUD AMERICA'S ECONOMIC ACHIEVEMENTS        
6,MINCULT,ETHNIC MINORITIES SHOULD BE GIVEN GOV ASSISTANCE         
6,RESPNUM,NUMBER IN FAMILY OF R
6,FAMDIF16,REASON NOT LIVING WITH PARENTS
6,JOBLOSE,IS R LIKELY TO LOSE JOB
6,COLSCINM,NUMBER OF COLLEGE-LEVEL SCI COURSES R HAVE TAKEN
6,COLMSLM,ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN TEACHING IN COLLEGE
6,NATDRUG,ZREDUCING DRUG ADDICTION -- VERSION Z
6,HOMOSEX,1IS HOMOSEXUAL SEX WRONG?
6,WTSSNR,WEIGHT VARIABLE
6,USCITZN,IS R US CITIZEN
6,POPULAR,TO BE WELL LIKED OR POPULAR
6,LETIN1A,NUMBER OF IMMIGRANTS NOWADAYS SHOULD BE
6,HEALTH,12R USE WEB FOR HEALTH INFORMATION IN PAST 12 MON
6,INTEDUC,INTERESTED IN LOCAL SCHOOL ISSUES
6,SCINEWS2,MAGAZINE PRINTED OR ONLINE
6,GOD,RIGHTGOD'S LAWS SHOULD DECIDE RIGHT AND WRONG
6,HEALTH,1RS HEALTH IN GENERAL
6,IMMAMECO,IMMIGRANTS GOOD FOR AMERICA  
6,JOBFIND1,HOW EASY FOR R TO FIND A SAME JOB
6,AFFCTLAW,HOW LIKELY CONGRESS GIVE SERIOUS ATTENTION TO RS DEMANDS
6,RELHH10,RELATIONSHIP OF PERSON 10 TO HEAD OF HOUSEHOLD
6,SEXFREQ,FREQUENCY OF SEX DURING LAST YEAR
6,RESPECT,R TREATED WITH RESPECT AT WORK
6,PRESTG10,5PLUSRS OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
6,AGE,RBORNAGE OF R AT BORN-AGAIN EXPERIENCE
6,HLTHDAYS,DAYS OF ACTIVITY LIMITATION PAST 30 DAYS
6,OBEY,SYOBEYS PARENTS WELL-VERSION Y
6,ARTHRTIS,TOLD HAVE ARTHRITIS OR RHEUMATISM
6,PROUDEMP,R PROUD TO WORK FOR EMPLOYER
6,CONEDUC,CONFIDENCE IN EDUCATION
6,LIBMIL,ALLOW MILITARISTS BOOK IN LIBRARY
6,USEMEDIA,CONTACTED IN THE MEDIA TO EXPRESS VIEW  
6,GENDER12,GENDER OF 12TH PERSON (VISITOR)
6,PAWRKSLF,FATHER SELF-EMP. OR WORKED FOR SOMEBODY
6,RELIG,INFUS WOULD BE BETTER IF LESS RELIGIOUS      
6,SEX,UNIONSEX OF R'S SPOUSE/CIVIL UNION PARTNER/DOMESTIC PARTNER
6,OBEY,TCHIMPORTANT TO OBEY CHURCH TEACHINGS
6,IMPORTS,AMERICA SHOULD LIMIT THE IMPORT  
6,NUMMEN,NUMBER OF MALE SEX PARTNERS SINCE 18
6,NATFAREY,ASSISTANCE TO THE POOR -- VERSION Y
6,RELATE9,RELATIONSHIP OF 9TH PERSON TO HOUSEHOLD HEAD
6,IMMEDUC,LEGAL IMMIGRANTS SHOULD HAVE SAME EDUCATION AS AMERICANS
6,AGE,DPARSHOULD AGED LIVE WITH THEIR CHILDRENAGEDCHLDSHOULD GROWN CHILDREN LIVE WITH PARENTSWEEKSWRKWEEKS R. WORKED LAST YEAR
6,DEPTPERF,SIZE OF PERF BASED PAY DEPEND ON WORKGROUP
6,HVYLIFT,R DO REPEATED LIFTING
6,JOBMEANS,WORK IMPORTANT AND FEEL ACCOMPLISHMENT
6,GOD,RS CONFIDENCE IN THE EXISTENCE OF GOD
6,HAPMAR,HAPPINESS OF MARRIAGE
6,SUICIDE3,SUICIDE IF DISHONORED FAMILY
6,BETRLANG,WHICH LANGUAGE R SPEAKS MORE FLUENT
6,DIVLAW,DIVORCE LAWS
6,RELITEN,ASTRENGTH OF AFFILIATION
6,STRREDPG,ACCESS TO STRESS MANAGEMENT
6,ADULTS,HOUSEHOLD MEMBERS 18 YRS AND OLDER
6,WKSUBS,1DOES SUPERVISOR HAVE SUPERVISOR
6,CONARMY,CONFIDENCE IN MILITARY
6,POLATTAK,CITIZEN ATTACKING POLICEMAN WITH FISTS
6,RELHHD2,RELATION OF 2ND PERSON TO HOUSEHOLD HEAD
6,MASEI10,R'S MOTHER'S SOCIOECONOMIC INDEX (2010)
6,OLD3,AGE OF 3RD PERSON
6,AWAY1,4IS 14TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
6,SPKMIL,ALLOW MILITARIST TO SPEAK
6,POLINTER,EXPRESSED POLITICAL VIEWS ON INTERNET PAST YEAR
6,RES2012,WAS R LIVING IN USA DURING APRIL-JUNE 2012
6,WAYPAID,HOW PAID IN MAIN JOB
6,AGE,5AGE OF PERSON #5
6,FORM,LTRNDID IT INCLUDE FORMAL TRAINING COURSE         
6,RELIG,INTRELIGIOUS PEOPLE ARE OFTEN TOO INTOLERANT     
6,HAPPY,GENERAL HAPPINESS
6,OTHER,2PERSON #2 IS OTHER TYPE OF ACQUAINTANCE
6,RGHTSMIN,HOW IMPORTANT: GOVT PROTECT RIGHT OF MINORITIES  
6,FINALTER,CHANGE IN FINANCIAL SITUATION
6,OLD13,AGE OF 13TH PERSON (VISITOR)
6,SOCOMMUN,SPEND EVENING WITH NEIGHBOR
6,TOOFEWWK,HOW OFTEN NOT ENOUGH STAFF
6,TRUSTMAN,R TRUST MANAGEMENT AT WORK
6,PASEI10,R'S FATHER'S SOCIOECONOMIC INDEX (2010)
6,WKSUB,DOES R OR SPOUSE HAVE SUPERVISOR
6,COWRKHLP,COWORKERS CAN BE RELIED ON WHEN R NEEDS HELP
6,SPANKING,FAVOR SPANKING TO DISCIPLINE CHILD
6,PAPRES10,FATHER'S OCCUPATIONAL PRESTIGE SCORE (2010)
6,DISCAFF,YCHANCE BLACKS PROMOTED AHEAD OF WHITES
6,HSMATH,THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL
6,AGE,"CMEUSIF BORN OUTSIDE USA, WHAT AGE WERE YOU WHEN YOU PERMANENTLY MOVED TO USA"
6,SPPRES10,SPOUSE OCCUPATIONAL PRESTIGE SCORE (2010)
6,EVWORK,EVER WORK AS LONG AS ONE YEAR
6,GOVDOOK,WE CAN TRUST PEOPLE IN GOVT
6,CANTRUST,PEOPLE CAN BE TRUSTED OR CANT BE TOO CAREFUL  
6,INCOME,77TOTAL FAMILY INCOME
6,SCIFROM,YWHERE GET SCIENCE AND TECHNOLOGY INFO
6,PRODCTIV,WORK CONDITIONS ALLOW PRODUCTIVITY
6,MAR1,0MARITAL STATUS OF 10TH PERSON
6,MISSWORK,MISS WORK FOR HEALTH PAST 30 DAYS
6,BIGBANG,SCI KNOWLEDGE: THE UNIVERSE BEGAN WITH A HUGE EXPLOSION
6,MAR9,MARITAL STATUS OF 9TH PERSON
6,FINRELA,OPINION OF FAMILY INCOME
6,MAR8,MARITAL STATUS OF 8TH PERSON
6,HAVEINFO,ENOUGH INFO TO GET THE JOB DONE
6,LETDIE1,YALLOW INCURABLE PATIENTS TO DIE (FORM 2)
6,WHERE12,WHERE IS 12TH PERSON (VISITOR) STAYING?
6,WHOELSE3,PRESENCE OF OTHERS: SPOUSE PARTNER
6,WLTHWHTS,RICH - POOR
6,EDUC,HIGHEST YEAR OF SCHOOL COMPLETED
6,EMPINPUT,R INVOLVED IN ANY TASK FORCE FOR DECISION-MAKING
6,PARTYID,POLITICAL PARTY AFFILIATION
6,WHOELSE4,PRESENCE OF OTHERS: OTHER RELATIVES
6,EVOLVED,SCI KNOWLEDGE: HUMAN BEINGS DEVELOPED FROM ANIMALS
6,EDUC,OPEQUAL OPPORTUNITY TO OBTAIN EDUCATION?
6,MAR1,3MARITAL STATUS OF 13TH PERSON (VISITOR)
6,SAMPCODE,SAMPLING ERROR CODE
6,RELHH11,RELATIONSHIP OF PERSON 11 TO HEAD OF HOUSEHOLD
6,WWWHR,WWW HOURS PER WEEK
6,WWWHR,WHOURS PER WEEK USING WORK COMPUTER WWW
6,INCOME,TOTAL FAMILY INCOME
6,ETH1,1ST MENTIONED COUNTRY OF ORIGIN                     
6,SPSEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN SPOCC10 BASED ON ACS 2010
6,SPDEG,SPOUSES HIGHEST DEGREE
6,TRUST,PEOTHERE ARE ONLY A FEW PPL R CAN TRUST COMPLETELY
6,TRUST,DOCWOULD TRUST MY DOCTOR                   
6,NATFARE,WELFARE
6,WHERE9,WHERE IS 9TH PERSON STAYING?
6,AWAY1,IS 1ST PERSON STAYING SOMEWHERE ELSE NOW?
6,ETH2,2ND MENTIONED COUNTRY OF ORIGIN                     
6,DIVORCE,5DIVORCED IN LAST 5 YRS
6,NATENRGY,DEVELOPING ALTERNATIVE ENERGY SOURCES
6,BALLOT,BALLOT USED FOR INTERVIEW
6,HELPSICK,SHOULD GOVT HELP PAY FOR MEDICAL CARE?
6,LIVEWHTS,R FAVORS LIVING IN HALF WHITE NEIGHBORHOOD
6,PARTNRS5,HOW MANY SEX PARTNERS R HAD IN LAST 5 YEARS
6,MAR10,MARITAL STATUS OF 10TH PERSON
6,RELATE1,2RELATION OF 12TH PERSON (VISITOR) TO HEAD
6,TAX,BYLAWDO AUTHORITIES TAX LEGALLY
6,WRKHOME,HOW OFTEN R WORKS AT HOME
6,AWAY10,IS 10TH PERSON STAYING SOMEWHERE ELSE NOW?
6,FAIR,5PEOPLE FAIR OR NOT
6,CHNGEOTH,HOW OFTEN R TRY TO PERSUADE OTHER TO SHARE VIEWS  
6,ACTASSOC,HOW IMPORTANT TO BE ACTIVE ON SOC OR POL ASSOCIATION  
6,RELHH1,4RELATIONSHIP OF PERSON 14 TO HEAD OF HOUSEHOLD
6,NATHEAL,YHEALTH -- VERSION Y
6,DISCAFF,WHITES HURT BY AFF. ACTION
6,SPKCOM,ALLOW COMMUNIST TO SPEAK
6,PARTFULL,WAS R'S WORK PART-TIME OR FULL-TIME?
6,RINCOM06,RESPONDENTS INCOME
6,TEAMSAFE,MGT AND EMPLOYEES WORK TOGETHER RE SAFETY
6,ATTEND,PAFREQ OF R'S DAD'S RELIG SVC ATTENDANCE
6,COMPREND,RS UNDERSTANDING OF QUESTIONS
6,NAFTA2A,AMERICA BENEFITS FROM BEING A MEMBER OF NAFTA?   
6,RELATE2,RELATIONSHIP OF 2ND PERSON TO HOUSEHOLD HEAD
6,FAMILY16,LIVING WITH PARENTS WHEN 16 YRS OLD
6,ASTROSCI,ASTROLOGY IS SCIENTIFIC
6,UNION,SBDSTRONG TRADE UNIONS ARE BAD FOR US ECONOMY
6,RELIG,IDR'S RELIGIOUS IDENTITY                         
6,HSPHYS,R EVER TOOK A HIGH SCHOOL PHYSICS COURSE
6,NATMASS,ZIMPROVING MASS TRANSIT -- VERSION Z
6,FAIR,BLKSBLACKS COMMITTED TO FAIR AND EQUAL TREATMENT OF
6,NATPARK,PARKS AND RECREATION
6,SPIND10,SPOUSES INDUSTRY CODE (NAICS 2007)
6,CONMEDIC,CONFIDENCE IN MEDICINE
6,HELPAWAY,R LOOKED AFTER PLANT OR PET OF OTHERS WHILE AWAY
6,SUICIDE4,SUICIDE IF TIRED OF LIVING
6,TVHOURS,HOURS PER DAY WATCHING TV
6,ABPOOR,LOW INCOME--CANT AFFORD MORE CHILDREN
6,NOTVOTE,CITIZENS HAVE RIGHT NOT TO VOTE
6,CONBUS,CONFIDENCE IN MAJOR COMPANIES
6,SPREL,16RELIGION IN WHICH SPOUSE RAISED
6,RINCBLLS,INCOME ALONE IS ENOUGH
6,RICHWORK,"IF RICH, CONTINUE OR STOP WORKING"
6,TRUST,CAN PEOPLE BE TRUSTED 2006 WORDING
6,OLD1,3AGE OF 13TH PERSON (VISITOR)
6,LETIN1,NUMBER OF IMMIGRANTS TO AMERICA NOWADAYS SHOULD BE      
6,WHOELSE5,PRESENCE OF OTHERS: OTHER ADULTS
6,PARTYID,1PARTY ID OF PERSON #1
6,RELHHD1,3RELATION OF 13TH PERSON (VISITOR) TO HEAD
6,RELHHD13,RELATION OF 13TH PERSON (VISITOR) TO HEAD
6,PRAYER,YBIBLE PRAYER IN SCHOOLS-VERSION Y
6,WRKSLF,R SELF-EMP OR WORKS FOR SOMEBODY
6,NATSPAC,ZSPACE EXPLORATION -- VERSION Z
6,XNORCSIZ,EXPANDED NORC. SIZE CODE
6,PEOPTRBL,ASSISTING PEOPLE IN TROUBLE IS VERY IMPORTANT
6,NATSOC,SOCIAL SECURITY
6,RELIG,CONRELIGIONS BRING MORE CONFLICT   
6,CHLDIDEL,IDEAL NUMBER OF CHILDREN
6,SEXFREQ,"2NUMBER OF TIMES, SEX LAST MONTH"
6,OWNSTOCK,R HAS STOCK IN RS COMPANY
6,RELHH4,RELATIONSHIP OF PERSON 4 TO HEAD OF HOUSEHOLD
6,OLD12,AGE OF 12TH PERSON (VISITOR)
6,PRAY,ERXBIBLE PRAYER IN SCHOOLS -- VERSION Z
6,INTFARM,INTERESTED IN FARM ISSUES
6,RELHH12,RELATIONSHIP OF PERSON 12 TO HEAD OF HOUSEHOLD
6,CRACK30,R LAST USE CRACK COCAINE
6,GRPRELIG,R BELONGS TO A CHURCH OR OTHR RELIGIOUS ORGANIZATION  
6,SPSEI10INC,PERCENTAGE OF $45K+ EARNERS IN SPOCC10 BASED ON ACS 2010
6,LETIN1,ANUMBER OF IMMIGRANTS NOWADAYS SHOULD BE
6,POSSLQ,YRELATIONSHIP STATUS AND COHABITATION OR NOT
6,PRAY,ERYBIBLE PRAYER IN SCHOOLS-VERSION Y
6,PATRIOT4,PATRIOTIC FEELINGS LEAD TO NEGATIVE FEELINGS TOWARDS IMMIGRANTS
6,RELSP7,RELATIONSHIP OF PERSON 7 TO SPOUSE OF HOUSEHOL
6,TRUST,INGMOST PEOPLE CAN BE TRUSTED                    
6,FEEUSED,FEE GIVEN TO GET CASE
6,RELHH5,RELATIONSHIP OF PERSON 5 TO HEAD OF HOUSEHOLD
6,WTSS,ALLWEIGHT VARIABLE
6,SUICIDE1,SUICIDE IF INCURABLE DISEASE
6,SPVTRFAIR,SUPERVISOR IS FAIR
6,EDUC,4EDUCATION LEVEL OF PERSON #4
6,NATSPAC,YSPACE EXPLORATION -- VERSION Y
6,GOD,CLOSEHOW CLOSE TO GOD
6,TRUST,CAN PEOPLE BE TRUSTED
6,INCOME,86TOTAL FAMILY INCOME
6,POSTLIFE,BELIEF IN LIFE AFTER DEATH
6,WKSUB,1DOES R OR SPOUSE OR PARTNER HAVE A SUPERVISOR
6,GOD,LVOTHFEEL GODS LOVE FOR ME THROUGH OTHERS
6,MAPRES105PLUS,MOTHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
6,SPBARATE,RATE OF BA DEGREE EARNING IN COLLEGE SPOUSE ATTENDED
6,CONTV,YTELEVISION -- VERSION Z
6,PRAY,HOW OFTEN DOES R PRAY
6,AWAY11,IS 11TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
6,GENDER1,1GENDER OF 11TH PERSON (VISITOR)
6,RELHH1,0RELATIONSHIP OF PERSON 10 TO HEAD OF HOUSEHOLD
6,GRPOTHER,R BELONGS TO ANOTHER VOLUNTARY ASSOCIATION  
6,HAPPY,7HOW HAPPY R IS
6,TEENSEX,1MORALITY OF TEENS HAVING SEX
